user_id,prospect_id,company_country,company_state
356e9904-30a5-41a5-b2e0-2c385bf494be,7251a8af-df3a-4f83-8226-0f747b98f639,US,NE
8a7382b8-76b6-4796-9619-d34fa7f45590,5a682acc-ce24-4731-8ca5-1f6bdb67370b,US,WA
07548ae5-846d-4749-b831-00d4bb818974,a9c940bf-8a95-4947-86a5-9958a6e3477a,US,AL
be3bd455-3858-4d5f-b8e9-1895c51e50e7,e055898d-1640-491c-9560-22c24552e764,US,MD
be3bd455-3858-4d5f-b8e9-1895c51e50e7,18c38c85-231f-4232-82f5-7f26b42b1407,US,MS
be3bd455-3858-4d5f-b8e9-1895c51e50e7,f2ddc4be-f1aa-4b8d-8a61-28879018c26b,US,IL
e0d5d905-d9dd-446e-89e4-6ac899155e3f,c5684ee0-92c2-4ce5-8860-5e937727b5ad,US,LA
e0d5d905-d9dd-446e-89e4-6ac899155e3f,437b45c0-a968-4a7b-86c6-b7affb7e41ba,CA,
8a7382b8-76b6-4796-9619-d34fa7f45590,1c475425-4e72-492a-8d94-22f923dc12bb,US,OR
160c7937-e9a3-4e02-ae03-9b87cc65be03,1187e7c0-fa60-4dc2-ae2c-665f18dba827,US,NV
72ad5dd8-96e0-4911-b523-2aa248c6ef1c,6859b365-d237-4ab0-b381-1e4334a6cd1e,SG,
ada93ac6-0ec9-4acc-88c0-ac697e301078,21cf7793-cd4a-4af8-8e63-676393888d86,US,HI
5f591b27-fde3-456d-8acf-a191a0d1082e,c2f50e09-e697-444a-bcc5-17be84253f45,US,MS
91e17e3d-0ab1-410f-9bf3-077aeb7d5f67,1bf4c161-a327-4488-ad6b-ff91ffcb3d76,US,DE
91e17e3d-0ab1-410f-9bf3-077aeb7d5f67,b2fc371c-2848-47d2-ba31-ec6f43db1470,US,NV
91e17e3d-0ab1-410f-9bf3-077aeb7d5f67,73088c76-1b2e-4ff4-ab17-5c6e3d54928c,US,KY
edf7da59-aa7b-4bfb-bbcd-85996e5aadf9,7cd39822-5668-4503-a3d3-3d762b69e19d,US,OK
efa743d9-1502-4ae7-a075-1fd9a7ec6190,6946106e-43f1-45ba-953e-981ef64dcc59,US,SD
efa743d9-1502-4ae7-a075-1fd9a7ec6190,4f201411-0c33-4c5d-a1f5-a1adf153ebc8,US,ID
efa743d9-1502-4ae7-a075-1fd9a7ec6190,861640a0-6773-47d3-97cf-46c74e7d6f08,US,SC
efa743d9-1502-4ae7-a075-1fd9a7ec6190,c9206826-0f9b-49f7-977e-b62434ba55fc,US,OK
efa743d9-1502-4ae7-a075-1fd9a7ec6190,9e916d0e-ddf7-4514-9198-6e8c8856420f,US,ID
efa743d9-1502-4ae7-a075-1fd9a7ec6190,5c906349-8016-4ab7-97a6-5dab6831cdee,US,MN
58153f3c-eaec-437d-baf2-d7dd512032bb,b15eab09-e7fd-404b-acc7-51d66a869606,US,WV
4709201d-3128-4976-82e6-cec6e9c144d3,23665c67-7df5-4647-b83c-cf0a6bb1781b,US,WA
6efc0613-04ce-42fe-9b62-1439eacf945b,b2046777-f259-4363-b30a-4720bef1a92f,US,CO
b16dca0d-e714-4a4b-aa63-f07073f751d3,99672bed-d3a2-43c0-b4ae-333d4998e04e,US,ND
b16dca0d-e714-4a4b-aa63-f07073f751d3,d24f367e-2028-4f23-ba40-e0991859fc7f,US,WV
b16dca0d-e714-4a4b-aa63-f07073f751d3,7d9ab12f-516f-490e-bcab-5e8149ecdeee,US,NE
b16dca0d-e714-4a4b-aa63-f07073f751d3,5c769718-5525-4d5c-b4fa-25cc53f65f72,US,PA
b16dca0d-e714-4a4b-aa63-f07073f751d3,8e771ae1-bc64-4269-9210-bf2494790a9d,US,NC
b16dca0d-e714-4a4b-aa63-f07073f751d3,d9c1b896-88c2-4447-8c92-b8e921fe1e05,US,HI
b16dca0d-e714-4a4b-aa63-f07073f751d3,a2627ca3-60a1-4b43-8926-3b4c43c719dc,US,GA
b16dca0d-e714-4a4b-aa63-f07073f751d3,e6fc4863-4bf6-42e5-8dde-65ba66464e05,US,IN
b16dca0d-e714-4a4b-aa63-f07073f751d3,d38b7527-8f38-4ae3-a0ef-2ae7a53528ef,US,WA
b16dca0d-e714-4a4b-aa63-f07073f751d3,065ef555-e374-48ad-b57f-9892891001a5,US,CA
b16dca0d-e714-4a4b-aa63-f07073f751d3,f54c70c8-d909-4e31-9667-7d0f99ad21e4,US,IL
b16dca0d-e714-4a4b-aa63-f07073f751d3,d4c02757-4d24-4606-9a0c-a80f92792bba,US,MI
b16dca0d-e714-4a4b-aa63-f07073f751d3,9972e6cf-812e-4d34-9312-3980b41a2fb1,US,MA
b16dca0d-e714-4a4b-aa63-f07073f751d3,5988086b-99bb-4d83-8df3-fc4c39a082ed,US,AK
b16dca0d-e714-4a4b-aa63-f07073f751d3,f82fa2d2-1c9a-4be4-9abb-cb8f4a3ea642,US,NJ
b16dca0d-e714-4a4b-aa63-f07073f751d3,86f1c946-527d-44cb-8367-eb095321394f,US,MI
b16dca0d-e714-4a4b-aa63-f07073f751d3,d35419f7-47b6-45e7-9afd-cb719fb5318f,US,AK
b16dca0d-e714-4a4b-aa63-f07073f751d3,2a0a2712-2afc-435a-b1d2-a11af76d50d2,US,NC
b16dca0d-e714-4a4b-aa63-f07073f751d3,ace7afb3-3e86-4f0c-8a49-37a016d2e8ab,US,VT
b16dca0d-e714-4a4b-aa63-f07073f751d3,17b143ff-0fe3-45c6-bf6f-ed77949c4a8e,US,WV
b16dca0d-e714-4a4b-aa63-f07073f751d3,23540871-dba6-4c0b-9790-9b182bfdba17,CA,
b16dca0d-e714-4a4b-aa63-f07073f751d3,2f07c7c3-22df-405b-9306-16a0b7824df7,US,NE
be3bd455-3858-4d5f-b8e9-1895c51e50e7,4834d942-03a0-4b5b-aa1d-7e9fbf21431e,US,AL
b16dca0d-e714-4a4b-aa63-f07073f751d3,ff12ef4b-c673-449b-8c32-86ac24e08ff0,US,AL
b9b2c87b-a7ca-4297-9df5-ce07f7d677d3,dc8abd2c-64ed-48f5-bec6-208ecacb4d6f,US,TX
aecbce84-80cb-46fb-a2f0-9b0f488871f1,43e83c25-9857-4045-bc8d-e096df510c42,US,HI
fc2c252c-3af4-4a40-aa0d-0dc812b55c41,24a8a3ed-a518-4469-846b-b8f128998fac,US,WY
d9b4142f-4e30-47ae-9702-54a0803a5a50,48a5ecbc-9277-4d48-9412-bf963a82ea81,US,PA
5c0fe034-ac9f-44d4-944a-a977b9a0ae61,b8fddbbb-c7af-40f2-ac5e-67fbb4d303a7,US,ID
356e9904-30a5-41a5-b2e0-2c385bf494be,5b7035d5-1dd7-4756-8f47-5f4a4cfa281f,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,e8ed372d-d623-477c-810b-3dc34d5635e7,US,ME
356e9904-30a5-41a5-b2e0-2c385bf494be,1e80d2ef-3411-4515-84fb-5ccf4a433b28,US,CT
356e9904-30a5-41a5-b2e0-2c385bf494be,74a1f8e3-d359-49c0-97cd-edae20d5f0c3,US,TN
356e9904-30a5-41a5-b2e0-2c385bf494be,622107f3-0500-4ce5-9236-148f9b380ece,US,NE
356e9904-30a5-41a5-b2e0-2c385bf494be,a775dd61-744d-43ad-940c-e2be46e48931,US,CT
356e9904-30a5-41a5-b2e0-2c385bf494be,a295efcb-1df4-4cbd-b477-b26d5b137438,US,UT
356e9904-30a5-41a5-b2e0-2c385bf494be,c014d0c5-8806-4e43-93b3-9ebf0de589d3,US,OR
356e9904-30a5-41a5-b2e0-2c385bf494be,67699a2f-5667-41d8-b044-984c782bd614,US,ID
356e9904-30a5-41a5-b2e0-2c385bf494be,f34ab668-45c8-4ce5-a2ac-7437796e6a67,US,WV
356e9904-30a5-41a5-b2e0-2c385bf494be,c421dae3-41a4-49a7-bf43-31c098fd8da9,US,MO
356e9904-30a5-41a5-b2e0-2c385bf494be,0ec4111a-0470-4bfe-9ebd-938e234ddc1d,US,IA
356e9904-30a5-41a5-b2e0-2c385bf494be,1845eb9c-f524-43a9-8d5e-b2c7e9e740c4,US,ND
356e9904-30a5-41a5-b2e0-2c385bf494be,02d1a1c9-3e8e-4037-a357-6a83b3f8aa30,US,RI
356e9904-30a5-41a5-b2e0-2c385bf494be,99d6262d-ef1a-4936-ac89-9052c81fbc84,US,VA
356e9904-30a5-41a5-b2e0-2c385bf494be,eb924c35-b9f6-4552-97c9-4a1e5ae75d50,US,MI
356e9904-30a5-41a5-b2e0-2c385bf494be,3f3ca882-8e94-42ca-ac85-b368932df211,US,AZ
356e9904-30a5-41a5-b2e0-2c385bf494be,4be87807-f5d6-494d-8aa3-be021c8e03be,US,IA
356e9904-30a5-41a5-b2e0-2c385bf494be,1d9c8b36-b0db-4792-9a5b-53003ee87279,US,DE
356e9904-30a5-41a5-b2e0-2c385bf494be,a786fae7-c433-40ff-bbe8-40f3e6db7155,US,NY
356e9904-30a5-41a5-b2e0-2c385bf494be,af280ad2-bdbf-4303-9677-76b808cdce37,US,IN
356e9904-30a5-41a5-b2e0-2c385bf494be,00c0ab5a-6d71-41bd-888f-a20f3044181c,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,eee8b982-32f5-413f-9dbd-37254d5b8479,US,WV
356e9904-30a5-41a5-b2e0-2c385bf494be,97644b62-dc9a-411d-9318-43d38c5a3433,US,WI
356e9904-30a5-41a5-b2e0-2c385bf494be,75b7b0ce-6ec7-4a2d-9bbf-91339257942d,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,03bc6ebe-1f12-430d-a8eb-9938908580fe,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,dbfda8f2-7d5d-4623-9a9a-fb257b29ed70,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,45a463bc-0660-4d1b-9688-467010482b4d,US,OK
356e9904-30a5-41a5-b2e0-2c385bf494be,320a7d2f-f11b-4cc8-bff1-fb4e590788c3,US,TX
356e9904-30a5-41a5-b2e0-2c385bf494be,b547b17f-f864-4d24-a791-b614a5ba0df4,US,ID
356e9904-30a5-41a5-b2e0-2c385bf494be,2037bb10-ad1a-4a41-a5eb-5531199ed729,CA,
356e9904-30a5-41a5-b2e0-2c385bf494be,b3c4748d-4422-41f4-b521-ad411c44f92d,US,KY
